Grade,Subject,Unit,Chapter,Topic_ID,Topic,Concept,concept_code,CoreConcept,CooboTitles,Scriptwriting,MediaFile,Production,LengthofCoboo,test
11,Biology,Diversity in the Living World,Biological Classification,122960,Introduction to Biological Classification,Phenetic System,newkg6802,Biological Classification,Not required,0,0,0,0,9
11,Biology,Diversity in the Living World,Biological Classification,122960,Introduction to Biological Classification,Kingdom System,newkg6803,Biological Classification,System of Classification,3,4,2,3,7
11,Biology,Diversity in the Living World,Biological Classification,122966,"Viruses, Viroids, and Lichenes",Lichens,newkg6918,Biological Classification,"Virods, Prions and Lichens",3,3,1,2,8
11,Biology,Diversity in the Living World,Biological Classification,122966,"Viruses, Viroids, and Lichenes",Viruses,newkg6927,Biological Classification,"Virods, Prions and Lichens",4,0,0,0,4
11,Biology,Cell : Structure and Functions,Biomolecules,123001,Biomacromolecules,Composition of Cells,newkg8725,Biomacromolecules,Chemical composition of Cells,1,3,3,3,8
11,Biology,Cell : Structure and Functions,Biomolecules,123003,Polysaccharides,Carbohydrates,newkg8728,Biomacromolecules,Chemical composition of Cells,4,3,2,3,6
11,Biology,Cell : Structure and Functions,Biomolecules,123002,Proteins,Proteins,newkg8757,Biomacromolecules,Chemical composition of Cells,4,1,4,1,4
11,Biology,Cell : Structure and Functions,Biomolecules,123001,Biomacromolecules,Lipids,newkg8817,Biomacromolecules,Chemical composition of Cells,2,4,3,1,9
11,Biology,Cell : Structure and Functions,Biomolecules,122999,Analysing Chemical composition,Biomolecules,newkg8719,Biomolecules,Biomolecules,1,0,0,0,10
11,Biology,Cell : Structure and Functions,Biomolecules,123000,Primary and Secondary Metabolites,Metabolites,newkg8720,Biomolecules,Biomolecules,4,2,1,3,10
11,Biology,Cell : Structure and Functions,Biomolecules,122999,Analysing Chemical composition,Analysis of Chemical Composition,newkg8723,Biomolecules,Biomolecules,0,0,0,0,8
11,Biology,Cell : Structure and Functions,Biomolecules,123001,Biomacromolecules,Biomacromolecules,newkg8724,Biomolecules,Biomolecules,1,3,3,1,10
11,Biology,Cell : Structure and Functions,Biomolecules,123004,Nucleic Acids,Nucleic Acids,newkg8833,Biomolecules,Biomolecules,0,0,0,0,8
11,Biology,Cell : Structure and Functions,Biomolecules,NEW,Concepts of Metabolism for Living,Metabolism,newkg8836,Biomolecules,Biomolecules,1,4,0,0,9
11,Biology,Cell : Structure and Functions,Biomolecules,123006,Enzymes,Enzymes,newkg8841,Biomolecules,Biomolecules,2,1,0,0,4
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Blood,newkg7514,Blood,Blood,1,1,1,2,6
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Plasma,newkg7515,Blood,Components of Blood,1,3,2,2,4
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Fibrinogen,newkg7516,Blood,Components of Blood,4,3,1,0,5
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Globulins,newkg7517,Blood,Components of Blood,3,0,0,0,9
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Albumins,newkg7518,Blood,Components of Blood,2,1,0,0,5
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Serum,newkg7519,Blood,Components of Blood,3,3,4,4,9
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Formed Elements,newkg7520,Blood,Formed Elements,3,2,3,2,4
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Erythrocytes,newkg7521,Blood,Formed Elements,3,3,2,2,6
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Graveyard of RBC,newkg7524,Blood,Blood,4,2,2,4,9
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Leucocytes,newkg7525,Blood,Formed Elements,3,0,0,0,6
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Platelets,newkg7537,Blood,Formed Elements,4,1,2,2,5
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Thrombocytes,newkg7538,Blood,Coagulation of Blood,3,3,0,0,8
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Blood Groups,newkg7539,Blood,Blood Groups,4,1,0,0,7
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Coagulation of Blood,newkg7546,Blood,Blood,2,4,4,2,8
11,Biology,Human Physiology,Body Fluids And Circulation,123056,Double Circulation,Blood Vessels,newkg7589,Blood,Blood,1,2,4,0,6
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,ABO Grouping,newkg7540,Blood Groups,Blood Groups,4,0,0,0,9
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Blood Transfusion,newkg7541,Blood Groups,Blood Groups,1,3,2,0,9
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Rh Grouping,newkg7542,Blood Groups,Blood Groups,2,2,3,0,4
11,Biology,Human Physiology,Body Fluids And Circulation,123052,Blood,Rh Antigen,newkg7543,Blood Groups,Blood Groups,2,0,0,0,8
11,Biology,Human Physiology,Body Fluids And Circulation,123053,Lymph- The Tissue Fluid,Capillaries,newkg7553,Blood Vessels,Blood Vessels,0,0,0,0,5
11,Biology,Human Physiology,Body Fluids And Circulation,123056,Double Circulation,Veins,newkg7590,Blood Vessels,Blood Vessels,2,3,2,2,10
11,Biology,Human Physiology,Body Fluids And Circulation,123056,Double Circulation,Pulmonary Artery,newkg7594,Blood Vessels,Blood Vessels,2,4,4,0,8
11,Biology,Human Physiology,Body Fluids And Circulation,123056,Double Circulation,Pulmonary Veins,newkg7596,Blood Vessels,Blood Vessels,1,2,0,0,10
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Acoelomates,newkg7247,Body Cavity,Body Cavity in Animals,2,3,2,1,4
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Pseudocoelomates,newkg7248,Body Cavity,Body Cavity in Animals,0,0,0,0,8
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Coelomates,newkg7249,Body Cavity,Body Cavity in Animals,4,3,4,1,9
11,Biology,Diversity in the Living World,Biological Classification,122963,Kingdom Fungi,Mycelium,newkg6884,Body structure of Fungi,Structural organisation in Fungi,3,0,0,0,7
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Radial Symmetry,newkg7241,Body Symmetry,Body Symmetry,1,1,4,4,4
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Basis of Classification of Animals,Bilateral Symmetry,newkg7242,Body Symmetry,Body Symmetry,1,4,2,1,6
11,Biology,Diversity in the Living World,The Living World,122958,Taxonomic Aids,Major Botanical Gardens of World,newkg6689,Botanical Garden as Taxonomic Aid,Not required,1,3,2,2,5
11,Biology,Diversity in the Living World,The Living World,122958,Taxonomic Aids,Major Botanical Gardens of India,newkg6690,Botanical Garden as Taxonomic Aid,Not required,3,0,0,0,6
11,Biology,Human Physiology,Excretory Products and Their Elimination,123060,Human Excretory System,Malpighian Corpuscle,newkg7640,Bowman's Capsule,Nephron structure,2,2,2,0,5
11,Chemistry,Physical Chemistry,States of Matter,122932,The Gas Laws,Graphs Based on Boyle's Law,newkg18077,Boyle's Law,Boyle's Law,0,0,0,0,4
11,Biology,Human Physiology,Neural Control and Coordination,123076,Central Neural System,Forebrain,newkg8121,Brain,Brain,0,0,0,0,8
11,Biology,Human Physiology,Neural Control and Coordination,123076,Central Neural System,Midbrain,newkg8131,Brain,Brain,2,4,3,4,9
11,Biology,Human Physiology,Neural Control and Coordination,123076,Central Neural System,Hindbrain,newkg8133,Brain,Brain,3,1,0,0,9
11,Biology,Human Physiology,Neural Control and Coordination,123076,Central Neural System,Meninges,newkg8139,Brain,Brain,4,1,4,2,10
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Morphology of Bryophyte,newkg7113,Bryophyta,Bryophyta,4,0,0,0,5
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Classification of Bryophyte,newkg7114,Bryophyta,Bryophyta,3,1,2,0,10
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Thalloid Bryophytes,newkg7115,Bryophyta,Classification of Bryophyta,0,0,0,0,8
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Mosses,newkg7116,Bryophyta,Classification of Bryophyta,4,2,3,1,9
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Gametophyte in Bryophyta,newkg7117,Bryophyta,Life Cycle of Bryophyta,4,1,4,3,10
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Archegoniophore in Bryophyta,newkg7118,Bryophyta,Life Cycle of Bryophyta,4,4,1,4,9
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Antheridiophore in Bryophyta,newkg7119,Bryophyta,Life Cycle of Bryophyta,4,2,0,0,4
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Sporophyte in Bryophyta,newkg7120,Bryophyta,Life Cycle of Bryophyta,4,2,3,0,10
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Life Cycle of Bryophyta,newkg7121,Bryophyta,Bryophyta,0,0,0,0,9
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Gemma Cup,newkg7122,Bryophyta,Classification of Bryophyta,3,3,2,1,6
11,Biology,Diversity in the Living World,Plant Kingdom,122969,Division Bryophyta,Protonema,newkg7123,Bryophyta,Classification of Bryophyta,4,0,0,0,7
11,Biology,Human Physiology,Digestion and Absorption,123042,The Human Digestive System,Teeth,newkg7342,Buccal Cavity,Buccal Cavity,1,3,2,0,10
11,Biology,Human Physiology,Digestion and Absorption,123042,The Human Digestive System,Tongue,newkg7343,Buccal Cavity,Buccal Cavity,4,2,1,4,8
11,Biology,Human Physiology,Digestion and Absorption,123042,The Human Digestive System,Jaw Bones,newkg7345,Buccal Cavity,Buccal Cavity,1,3,2,2,7
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123028,Mechanism of Photosynthesis,Carboxylation,newkg6983,C3 cycle,C3 cycle,0,0,0,0,10
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123028,Mechanism of Photosynthesis,Rubisco,newkg6984,C3 cycle,C3 cycle,0,0,0,0,6
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123028,Mechanism of Photosynthesis,Reduction,newkg6985,C3 cycle,C3 cycle,1,3,2,1,4
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123028,Mechanism of Photosynthesis,Synthesis of Sugar,newkg6986,C3 cycle,C3 cycle,1,0,0,0,10
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123028,Mechanism of Photosynthesis,Regeneration,newkg6987,C3 cycle,C3 cycle,0,0,0,0,7
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123030,Hatch and Slack Pathway/ C4 Pathway,Kranz Anatomy,newkg6989,C4 cycle,C4 cycle,3,4,4,0,4
11,Biology,Human Physiology,Digestion and Absorption,123042,The Human Digestive System,Vermiform Appendix,newkg7369,Caecum,Large Intestine,2,4,4,3,8
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122888,Mole Concept and Molar Masses,Calculation of Number of Moles from the Mass of a Sample,newkg17971,Calculation of Number of Moles from Given Parameters,Mole Concept,0,0,0,0,4
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122888,Mole Concept and Molar Masses,Calculation of Number of Moles from the Given Number of Particles,newkg17972,Calculation of Number of Moles from Given Parameters,Mole Concept,4,1,2,1,5
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122888,Mole Concept and Molar Masses,Calculation of Number of Moles from the Volume of Gases,newkg17973,Calculation of Number of Moles from Given Parameters,Mole Concept,4,1,3,4,10
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Aestivation of Calyx,newkg7872,Calyx,Calyx,2,2,2,3,8
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Sepaloid Calyx,newkg7877,Calyx,Calyx,3,4,3,2,9
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Petaloid Calyx,newkg7878,Calyx,Calyx,1,0,0,0,6
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Polysepalous,newkg7879,Calyx,Calyx,3,4,2,0,4
11,Biology,Structural Organisation in Plants and Animals,Morphology of Flowering Plants,122981,The Flower,Gamosepalous,newkg7880,Calyx,Calyx,4,3,1,1,6
11,Biology,Structural Organisation in Plants and Animals,Anatomy of Flowering Plants,122988,Plant Tissue System,Types of Cambium,newkg8279,Cambium,Cambium,2,1,4,2,10
11,Biology,Cell : Structure and Functions,Biomolecules,123003,Polysaccharides,Monosaccharides,newkg8733,Carbohydrates,Carbohydrates,2,2,3,4,5
11,Biology,Cell : Structure and Functions,Biomolecules,123005,Bond Linking Monomers in Polymers,Glycosidic Bond,newkg8744,Carbohydrates,Carbohydrates,1,1,2,2,9
11,Biology,Human Physiology,Body Fluids And Circulation,123055,Cardiac Cycle,Joint Diastole,newkg7579,Cardiac Cycle,Cardiac Cycle,3,4,0,0,5
11,Biology,Human Physiology,Body Fluids And Circulation,123055,Cardiac Cycle,Atrial Systole,newkg7581,Cardiac Cycle,Cardiac Cycle,0,0,0,0,5
11,Biology,Human Physiology,Body Fluids And Circulation,123055,Cardiac Cycle,Ventricular Systole,newkg7582,Cardiac Cycle,Cardiac Cycle,3,0,0,0,9
11,Biology,Human Physiology,Body Fluids And Circulation,123055,Cardiac Cycle,Cardiac Output,newkg7583,Cardiac Cycle,Cardiac Cycle,0,0,0,0,10
11,Biology,Human Physiology,Body Fluids And Circulation,123055,Cardiac Cycle,Electrocardiogram,newkg7584,Cardiac Cycle,Cardiac Cycle,0,0,0,0,7
11,Biology,Human Physiology,Body Fluids And Circulation,123057,Regulation of Cardiac Activity,Regulation of Cardiac Activity,newkg7600,Cardiac Cycle,Cardiac Cycle,0,0,0,0,9
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123026,Pigments Involved in Photosynthesis,Xanthophylls,newkg6953,Carotenoids,Photosynthetic Pigments,2,4,1,0,5
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123026,Pigments Involved in Photosynthesis,Carotenes,newkg6954,Carotenoids,Photosynthetic Pigments,4,0,0,0,5
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122994,Cell - The Unit of Life,Cell,newkg8542,Cell,Cell,1,2,4,3,4
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122994,Cell - The Unit of Life,Cytology,newkg8543,Cell,Cell,2,0,0,0,7
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122995,Cell Theory,Cell Theory,newkg8544,Cell,Cell,2,1,2,2,6
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122994,Cell - The Unit of Life,Types of Cell,newkg8545,Cell,Cell,4,3,1,3,5
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122996,The Cell- An overview,Shape and Size of Cell,newkg8554,Cell,Cell,0,0,0,0,4
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122996,The Cell- An overview,Structural Organisation of a Cell,newkg8556,Cell,Structural Organisation of a Cell,0,0,0,0,10
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Protoplasm,newkg8594,Cell,Structural Organisation of a Cell,3,3,2,4,10
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Nucleus,newkg8595,Cell,Structural Organisation of a Cell,2,0,0,0,7
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Cytoplasm,newkg8639,Cell,Structural Organisation of a Cell,4,3,3,1,6
11,Biology,Cell : Structure and Functions,Cell Cycle and Cell Division,123007,Cell Cycle,Phases of Cell Cycle,newkg8886,Cell Cycle,Cell Cycle,4,3,4,3,10
11,Biology,Cell : Structure and Functions,Cell Cycle and Cell Division,123007,Cell Cycle,Cell Cycle and Cell Division,newkg8884,Cell Cycle and Cell Division,Cell Cycle,4,1,3,4,5
11,Biology,Cell : Structure and Functions,Cell Cycle and Cell Division,123007,Cell Cycle,Cell Cycle,newkg8885,Cell Cycle and Cell Division,Cell Cycle,2,2,3,4,7
11,Biology,Cell : Structure and Functions,Cell Cycle and Cell Division,123007,Cell Cycle,Amitosis,newkg8894,Cell Division,Cell Division,4,2,4,1,5
11,Biology,Cell : Structure and Functions,Cell Cycle and Cell Division,123008,Mitosis,Mitosis,newkg8895,Cell Division,Cell Division,3,2,4,1,6
11,Biology,Cell : Structure and Functions,Cell Cycle and Cell Division,123009,Meiosis,Meiosis,newkg8906,Cell Division,Cell Division,0,0,0,0,4
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Composition of Cell Membrane,newkg8573,Cell Membrane,Cell Membrane,3,1,3,0,4
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Structure of Cell Membrane,newkg8578,Cell Membrane,Cell Membrane,0,0,0,0,5
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Functions of Cell Membrane,newkg8583,Cell Membrane,Cell Membrane,2,3,1,0,8
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Membraneous Cell Organalles,newkg8641,Cell Organalles,Eukaryotic Cell,4,4,1,3,7
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Nonmembraneous Cell Organalles,newkg8642,Cell Organalles,Eukaryotic Cell,3,3,2,2,6
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122997,Prokaryotic Cell,Cell Wall of Bacteria,newkg8558,Cell Wall,Prokaryotic Cell,4,4,2,3,9
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122996,The Cell- An overview,Cell Wall of Fungi,newkg8559,Cell Wall,Cell Wall,0,0,0,0,8
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122996,The Cell- An overview,Cell Wall in Plants,newkg8560,Cell Wall,Cell Wall,3,1,1,3,7
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Structure of Cell Wall,newkg8561,Cell Wall,Cell Wall,4,3,0,0,8
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Functions of the Cell Wall,newkg8571,Cell Wall,Cell Wall,3,1,2,3,6
11,Biology,Plant Physiology,Respiration in Plants,New,Introduction to Respiration in Plants,Aerobic Respiration,newkg7015,Cellular Respiration,Cellular Respiration,0,0,0,0,7
11,Biology,Plant Physiology,Respiration in Plants,New,Introduction to Respiration in Plants,Anaerobic Respiration,newkg7016,Cellular Respiration,Cellular Respiration,1,3,4,0,7
11,Biology,Plant Physiology,Respiration in Plants,New,Introduction to Respiration in Plants,Site of Cellular Respiration,newkg7017,Cellular Respiration,Cellular Respiration,1,0,0,0,6
11,Biology,Plant Physiology,Respiration in Plants,123035,Respiratory Quotient,Respiratory Quotient,newkg7056,Cellular Respiration,Cellular Respiration,4,4,4,0,4
11,Biology,Plant Physiology,Respiration in Plants,123033,Fermentation,Fermentation,newkg7079,Cellular Respiration,Cellular Respiration,2,3,0,0,4
11,Biology,Human Physiology,Neural Control and Coordination,123076,Central Neural System,Brain,newkg8120,Central Nervous System,Central Nervous System,2,4,0,0,6
11,Biology,Human Physiology,Neural Control and Coordination,123076,Central Neural System,Brain Stem,newkg8137,Central Nervous System,Central Nervous System,3,0,0,0,4
11,Biology,Human Physiology,Neural Control and Coordination,123076,Central Neural System,Spinal Cord,newkg8140,Central Nervous System,Central Nervous System,4,0,0,0,8
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Functions of Centrioles,newkg8700,Centrioles,Centrioles,3,4,1,1,8
11,Mathematics,Coordinate Geometry,Straight Lines,122592,Basics of 2D Coordinate Geometry,Finding Area of Triangle when Vertices are Given,newkg9551,Area of Triangle,Basics of 2D Coordinate Geometry,0,0,0,0,4
11,Mathematics,Coordinate Geometry,Straight Lines,122592,Basics of 2D Coordinate Geometry,Finding Area of Triangle when Equation of Sides is Given,newkg9554,Area of Triangle,Basics of 2D Coordinate Geometry,1,3,2,2,4
11,Mathematics,Coordinate Geometry,Straight Lines,122592,Basics of 2D Coordinate Geometry,Coordinates of Centroid in Triangle,newkg9563,Centroid of a Triangle,Basics of 2D Coordinate Geometry,1,1,1,4,4
11,Mathematics,Coordinate Geometry,Straight Lines,122592,Basics of 2D Coordinate Geometry,Property of Centroid,newkg9564,Centroid of a Triangle,Basics of 2D Coordinate Geometry,2,3,4,4,4
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Centrioles,newkg8699,Centrosomes,Centrioles,2,2,3,4,9
11,Biology,Human Physiology,Neural Control and Coordination,123076,Central Neural System,Functional Areas of Brain,newkg8126,Cerebral Hemispheres,Brain,1,0,0,0,7
11,Biology,Diversity in the Living World,The Living World,122955,Characteristics of Living Organisms,Reproduction,newkg6633,Characteristics of Living Organisms,Characteristics of Living Organisms,1,3,2,3,6
11,Biology,Diversity in the Living World,The Living World,122955,Characteristics of Living Organisms,Response to Stimuli,newkg6634,Characteristics of Living Organisms,Characteristics of Living Organisms,4,0,0,0,4
11,Biology,Diversity in the Living World,The Living World,122955,Characteristics of Living Organisms,Metabolism,newkg6635,Characteristics of Living Organisms,Characteristics of Living Organisms,1,4,3,2,8
11,Biology,Diversity in the Living World,The Living World,122955,Characteristics of Living Organisms,Ability to Self Replicate,newkg6636,Characteristics of Living Organisms,Characteristics of Living Organisms,1,2,4,3,8
11,Biology,Diversity in the Living World,The Living World,122955,Characteristics of Living Organisms,Life Span,newkg6637,Characteristics of Living Organisms,Characteristics of Living Organisms,4,3,0,0,8
11,Biology,Diversity in the Living World,The Living World,122955,Characteristics of Living Organisms,Homeostasis,newkg6638,Characteristics of Living Organisms,Characteristics of Living Organisms,2,1,0,0,10
11,Biology,Diversity in the Living World,The Living World,122955,Characteristics of Living Organisms,Thermoregulation in Organisms,newkg6639,Characteristics of Living Organisms,Characteristics of Living Organisms,4,3,3,0,5
11,Biology,Diversity in the Living World,The Living World,122955,Characteristics of Living Organisms,Adaptation through Evolution,newkg6642,Characteristics of Living Organisms,Living Organisms,0,0,0,0,5
11,Chemistry,Physical Chemistry,States of Matter,122932,The Gas Laws,Graphs Based on Charles' Law,newkg18080,Charles' Law,Charles' Law,0,0,0,0,10
11,Chemistry,Physical Chemistry,States of Matter,122932,The Gas Laws,Absolute Zero Temperature,newkg18082,Charles' Law,Charles' Law,0,0,0,0,7
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122876,Nature of Matter,Pure Substances,newkg17872,Chemical Classification of Matter,Pure Substances,0,0,0,0,9
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122876,Nature of Matter,Impure Substances,newkg17875,Chemical Classification of Matter,Impure Substances,3,3,2,4,10
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122888,Mole Concept and Molar Masses,Types of Chemical Formulae,newkg17978,Chemical Formulae of a Compound,Formula of a Compound,3,3,3,2,8
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122888,Mole Concept and Molar Masses,Relation between Empirical Formula and Molecular Formula,newkg18054,Chemical Formulae of a Compound,Empirical Formula,2,1,4,3,5
11,Biology,Plant Physiology,Respiration in Plants,123034,Aerobic Respiration,Creation of H+ Gradient,newkg7051,Chemiosmotic synthesis of ATP in mitochondria,Electron Transport Chain,3,3,3,4,8
11,Chemistry,Physical Chemistry,Some Basic Concepts of Chemistry,122876,Nature of Matter,Matter and Energy,newkg17856,Chemistry,Matter and Energy,0,0,0,0,10
11,Biology,Plant Physiology,Photosynthesis in Higher Plants,123026,Pigments Involved in Photosynthesis,Types of Chlorophyll,newkg6951,Chlorophyll Pigment,Photosynthetic Pigments,2,1,3,2,6
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Functions of Chloroplast,newkg8666,Chloroplasts,Chloroplasts,2,4,1,3,10
11,Biology,Cell : Structure and Functions,Cell : The Unit of Life,122998,Eukaryotic Cell,Chloroplasts,newkg8652,Chromoplasts,Plastids,2,4,0,0,5
11,Biology,Human Physiology,Body Fluids And Circulation,123053,Lymph- The Tissue Fluid,Lymphatic System,newkg7555,Circulatory Pathways,Circulatory Pathways,0,0,0,0,5
11,Biology,Human Physiology,Body Fluids And Circulation,123054,Circulatory Pathways,Circulatory Pathways,newkg7558,Circulatory Pathways,Circulatory Pathways,0,0,0,0,9
11,Biology,Human Physiology,Body Fluids And Circulation,123054,Circulatory Pathways,Open Circulatory System,newkg7559,Circulatory Pathways,Types of Circulatory System,3,2,1,0,9
11,Biology,Human Physiology,Body Fluids And Circulation,123054,Circulatory Pathways,Closed Circulatory System,newkg7560,Circulatory Pathways,Types of Circulatory System,0,0,0,0,8
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Pneumatic Bones,newkg7330,Class Aves,Class Aves,0,0,0,0,8
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Homoiothermous,newkg7331,Class Aves,Class Aves,0,0,0,0,8
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Neophron,newkg7332,Class Aves,Class Aves,3,2,0,0,4
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Placoid Scales,newkg7315,Class Chondrichthyes,Class Chondrichthyes,0,0,0,0,9
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Poikilotherms,newkg7316,Class Chondrichthyes,Class Chondrichthyes,3,3,2,2,4
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Scoliodon,newkg7317,Class Chondrichthyes,Class Chondrichthyes,2,0,0,0,7
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Pristis,newkg7318,Class Chondrichthyes,Class Chondrichthyes,2,4,0,0,6
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Petromyzon,newkg7311,Class Cyclostomata,Class Cyclostomata,1,3,1,0,8
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Ornithorhynchus,newkg7335,Class Mammalia,Class Mammalia,3,1,3,4,7
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Macropus,newkg7336,Class Mammalia,Class Mammalia,4,4,4,1,10
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Scutes,newkg7327,Class Reptilia,Class Reptilia,1,1,0,0,6
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Phylum Porifera,newkg7254,Classification of Animal Kingdom,Classification of Animals,1,4,4,4,10
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Phylum Coelenterata,newkg7261,Classification of Animal Kingdom,Classification of Animals,0,0,0,0,5
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Phylum Ctenophora,newkg7271,Classification of Animal Kingdom,Classification of Animals,1,1,0,0,5
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Phylum Platyhelminthes,newkg7276,Classification of Animal Kingdom,Classification of Animals,2,3,0,0,9
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Phylum Aschelminthes,newkg7280,Classification of Animal Kingdom,Classification of Animals,0,0,0,0,8
11,Biology,Diversity in the Living World,Animal Kingdom,122975,Classification of Animals,Phylum Annelida,newkg7284,Classification of Animal Kingdom,Classification of Animals,4,0,0,0,6
